sale_id,product_id,client_id,quantity,unit_price,total_price,sale_date
20557,863,30055,6,22.79,136.76,2025-06-29 0:00:00
20558,742,30055,1,744.27,744.27,2024-07-24 0:00:00
20559,781,30055,2,1242.85,2485.7,2024-10-14 0:00:00
20560,715,29816,3,28.84,86.52,2024-09-10 0:00:00
20561,854,29816,1,44.99,44.99,2024-07-24 0:00:00
20562,862,29816,2,22.79,45.59,2025-03-07 0:00:00
20563,783,29816,3,1229.46,3688.38,2024-09-05 0:00:00
20564,861,29816,1,22.79,22.79,2025-04-20 0:00:00
20565,712,29816,3,5.19,15.56,2024-12-05 0:00:00
20566,863,29816,12,22.03,264.41,2025-03-09 0:00:00
20567,861,29571,1,22.79,22.79,2024-08-09 0:00:00
20568,780,29571,3,1242.85,3728.56,2024-11-30 0:00:00
20569,862,29571,8,22.79,182.35,2025-03-21 0:00:00
20570,863,29571,3,22.79,68.38,2024-10-19 0:00:00
20571,782,29571,3,1229.46,3688.38,2024-10-16 0:00:00
20572,783,29571,1,1229.46,1229.46,2025-01-07 0:00:00
20573,781,29571,2,1242.85,2485.7,2025-03-01 0:00:00
20574,742,30107,1,744.27,744.27,2025-03-24 0:00:00
20575,808,30107,1,24.29,24.29,2025-02-05 0:00:00
20576,784,30107,1,1229.46,1229.46,2025-04-07 0:00:00
20577,806,30107,2,61.37,122.75,2025-06-25 0:00:00
20578,809,30107,1,33.77,33.77,2025-01-26 0:00:00
20579,825,30107,2,196.33,392.66,2025-05-11 0:00:00
20580,748,30107,1,744.27,744.27,2025-01-13 0:00:00
20581,788,30107,5,647.99,3239.97,2024-07-23 0:00:00
20582,814,30107,3,209.26,627.77,2025-02-17 0:00:00
20583,787,30107,3,647.99,1943.98,2025-06-11 0:00:00
20584,815,30107,2,36.45,72.89,2025-04-10 0:00:00
20585,805,30107,2,20.52,41.04,2025-06-29 0:00:00
20586,714,30107,1,28.84,28.84,2025-02-06 0:00:00
20587,782,30107,5,1229.46,6147.29,2025-06-24 0:00:00
20588,823,30107,1,52.65,52.65,2025-07-16 0:00:00
20589,747,30107,1,736.15,736.15,2024-09-20 0:00:00
20590,802,30107,2,88.93,177.86,2025-06-10 0:00:00
20591,831,30107,3,209.26,627.77,2025-06-28 0:00:00
20592,824,30107,10,141.62,1416.15,2024-07-31 0:00:00
20593,743,30107,2,736.15,1472.29,2024-11-19 0:00:00
20594,783,30107,4,1229.46,4917.84,2025-02-20 0:00:00
20595,780,30107,4,1242.85,4971.41,2025-06-30 0:00:00
20596,862,30107,4,22.79,91.18,2025-07-08 0:00:00
20597,807,30107,1,74.84,74.84,2024-07-22 0:00:00
20598,779,30107,1,1242.85,1242.85,2024-09-05 0:00:00
20599,781,30107,1,1242.85,1242.85,2025-03-06 0:00:00
20600,832,30107,2,209.26,418.51,2025-04-23 0:00:00
20601,785,30107,1,647.99,647.99,2025-06-20 0:00:00
20602,804,30107,4,137.69,550.78,2024-11-11 0:00:00
20603,863,30107,5,22.79,113.97,2025-05-14 0:00:00
20604,838,30042,1,780.82,780.82,2024-09-10 0:00:00
20605,742,29953,1,744.27,744.27,2024-10-28 0:00:00
20606,814,29953,1,209.26,209.26,2025-06-29 0:00:00
20607,707,29953,9,20.19,181.68,2025-06-10 0:00:00
20608,849,29953,5,35.99,179.97,2025-03-10 0:00:00
20609,863,29953,11,22.03,242.38,2025-01-25 0:00:00
20610,708,29953,8,20.19,161.49,2025-03-27 0:00:00
20611,808,29953,1,24.29,24.29,2025-06-04 0:00:00
20612,784,29953,1,1229.46,1229.46,2024-11-12 0:00:00
20613,854,29953,6,44.99,269.96,2025-07-07 0:00:00
20614,841,29953,5,35.99,179.97,2025-06-04 0:00:00
20615,850,29953,2,35.99,71.99,2025-01-13 0:00:00
20616,856,29953,2,53.99,107.99,2025-05-12 0:00:00
20617,809,29953,5,33.77,168.87,2025-02-24 0:00:00
20618,712,29953,4,5.19,20.75,2025-02-14 0:00:00
20619,859,29953,4,14.13,56.52,2024-08-12 0:00:00
20620,780,29953,2,1242.85,2485.7,2025-02-25 0:00:00
20621,716,29953,4,28.84,115.36,2025-05-20 0:00:00
20622,815,29953,1,36.45,36.45,2024-11-26 0:00:00
20623,862,29953,4,22.79,91.18,2024-10-28 0:00:00
20624,714,29953,2,28.84,57.68,2024-11-10 0:00:00
20625,855,29953,1,53.99,53.99,2025-04-15 0:00:00
20626,831,29953,1,209.26,209.26,2025-04-24 0:00:00
20627,788,29953,3,647.99,1943.98,2025-02-25 0:00:00
20628,739,29953,1,744.27,744.27,2025-04-14 0:00:00
20629,711,29953,8,20.19,161.49,2025-05-30 0:00:00
20630,825,29953,3,196.33,588.99,2024-08-26 0:00:00
20631,823,29953,2,52.65,105.29,2025-06-26 0:00:00
20632,807,29953,4,74.84,299.35,2024-11-30 0:00:00
20633,806,29953,2,61.37,122.75,2024-07-31 0:00:00
20634,853,29953,5,44.99,224.97,2024-08-12 0:00:00
20635,786,29953,5,647.99,3239.97,2024-10-12 0:00:00
20636,779,29953,2,1242.85,2485.7,2025-07-08 0:00:00
20637,787,29953,7,647.99,4535.96,2024-09-12 0:00:00
20638,858,29953,4,14.13,56.52,2025-05-23 0:00:00
20639,844,29953,4,11.99,47.98,2025-04-25 0:00:00
20640,782,29953,4,1229.46,4917.84,2024-11-09 0:00:00
20641,747,29953,1,736.15,736.15,2024-10-15 0:00:00
20642,832,29953,4,209.26,837.02,2024-11-01 0:00:00
20643,781,29953,2,1242.85,2485.7,2025-04-04 0:00:00
20644,804,29953,6,137.69,826.16,2025-03-28 0:00:00
20645,824,29953,2,141.62,283.23,2024-11-16 0:00:00
20646,783,29953,2,1229.46,2458.92,2025-02-10 0:00:00
20647,748,29953,2,744.27,1488.55,2025-05-22 0:00:00
20648,843,29953,3,15,45,2025-01-21 0:00:00
20649,802,29953,2,88.93,177.86,2024-07-28 0:00:00
20650,852,29953,9,44.99,404.95,2025-02-22 0:00:00
20651,857,29953,1,53.99,53.99,2025-06-19 0:00:00
20652,715,29953,8,28.84,230.72,2025-05-04 0:00:00
20653,763,29675,6,469.79,2818.76,2024-10-03 0:00:00
20654,765,29675,3,469.79,1409.38,2025-03-19 0:00:00
20655,826,29675,3,67.54,202.62,2025-04-03 0:00:00
20656,852,29675,1,44.99,44.99,2025-01-30 0:00:00
20657,854,29675,3,44.99,134.98,2025-02-08 0:00:00
20658,712,30023,4,5.19,20.75,2024-09-27 0:00:00
20659,852,30023,3,44.99,134.98,2024-10-28 0:00:00
20660,715,30023,3,28.84,86.52,2025-05-13 0:00:00
20661,819,30076,1,149.03,149.03,2024-10-20 0:00:00
20662,725,30076,8,202.33,1618.66,2025-05-14 0:00:00
20663,766,30076,2,469.79,939.59,2024-11-19 0:00:00
20664,822,30076,2,324.45,648.91,2024-10-11 0:00:00
20665,759,30076,1,469.79,469.79,2024-09-07 0:00:00
20666,794,30076,2,1308.94,2617.88,2024-07-19 0:00:00
20667,795,30076,2,1308.94,2617.88,2025-02-21 0:00:00
20668,761,30076,3,469.79,1409.38,2025-07-07 0:00:00
20669,801,30076,3,600.26,1800.79,2024-08-06 0:00:00
20670,793,30076,5,1308.94,6544.69,2024-11-26 0:00:00
20671,769,30076,2,469.79,939.59,2025-03-05 0:00:00
20672,826,30076,1,67.54,67.54,2024-08-15 0:00:00
20673,738,30076,3,183.94,551.81,2025-01-12 0:00:00
20674,722,30076,1,183.94,183.94,2024-09-30 0:00:00
20675,797,30076,1,600.26,600.26,2025-02-07 0:00:00
20676,798,30076,1,600.26,600.26,2024-09-21 0:00:00
20677,730,30076,1,202.33,202.33,2024-10-03 0:00:00
20678,767,30076,2,469.79,939.59,2025-01-25 0:00:00
20679,796,30076,2,1308.94,2617.88,2025-07-09 0:00:00
20680,763,30076,5,469.79,2348.97,2024-11-10 0:00:00
20681,835,30076,1,324.45,324.45,2025-03-10 0:00:00
20682,765,30076,3,469.79,1409.38,2024-10-24 0:00:00
20683,820,30076,5,198.04,990.18,2024-12-15 0:00:00
20684,762,30076,2,469.79,939.59,2024-10-16 0:00:00
20685,770,30076,6,469.79,2818.76,2024-07-19 0:00:00
20686,791,30076,2,1466.01,2932.02,2024-10-25 0:00:00
20687,760,30076,1,469.79,469.79,2024-11-23 0:00:00
20688,799,30076,4,600.26,2401.05,2025-06-24 0:00:00
20689,789,30076,2,1466.01,2932.02,2025-02-27 0:00:00
20690,764,30076,2,469.79,939.59,2024-10-25 0:00:00
20691,844,30103,5,11.99,59.97,2025-01-20 0:00:00
20692,843,30103,5,15,75,2025-04-13 0:00:00
20693,860,30103,2,14.13,28.26,2024-09-13 0:00:00
20694,763,30103,5,469.79,2348.97,2025-02-10 0:00:00
20695,795,30103,2,1308.94,2617.88,2024-11-30 0:00:00
20696,718,30103,4,780.82,3123.27,2024-09-10 0:00:00
20697,764,30103,5,469.79,2348.97,2025-03-02 0:00:00
20698,707,30103,9,20.19,181.68,2025-03-17 0:00:00
20699,712,30103,6,5.19,31.12,2024-12-28 0:00:00
20700,766,30103,4,469.79,1879.18,2024-10-15 0:00:00
20701,838,30103,5,780.82,3904.09,2025-06-05 0:00:00
20702,858,30103,1,14.13,14.13,2025-03-22 0:00:00
20703,835,30103,5,324.45,1622.26,2025-04-11 0:00:00
20704,765,30103,6,469.79,2818.76,2025-03-04 0:00:00
20705,727,30103,2,202.33,404.66,2025-06-28 0:00:00
20706,798,30103,4,600.26,2401.05,2025-05-23 0:00:00
20707,856,30103,7,53.99,377.96,2024-12-07 0:00:00
20708,849,30103,5,35.99,179.97,2024-12-12 0:00:00
20709,789,30103,7,1466.01,10262.07,2025-05-25 0:00:00
20710,722,30103,7,183.94,1287.57,2024-08-05 0:00:00
20711,726,30103,3,202.33,607,2025-03-27 0:00:00
20712,711,30103,6,20.19,121.12,2024-11-04 0:00:00
20713,716,30103,4,28.84,115.36,2024-12-18 0:00:00
20714,826,30103,5,67.54,337.7,2024-09-29 0:00:00
20715,770,30103,7,469.79,3288.56,2025-04-15 0:00:00
20716,717,30103,2,780.82,1561.64,2024-08-27 0:00:00
20717,859,30103,5,14.13,70.64,2024-11-13 0:00:00
20718,708,30103,14,19.51,273.19,2024-10-30 0:00:00
20719,819,30103,1,149.03,149.03,2024-12-30 0:00:00
20720,801,30103,4,600.26,2401.05,2024-12-15 0:00:00
20721,822,30103,5,324.45,1622.26,2025-03-26 0:00:00
20722,841,30103,3,35.99,107.98,2024-10-01 0:00:00
20723,850,30103,5,35.99,179.97,2025-07-04 0:00:00
20724,813,30103,1,65.6,65.6,2024-09-26 0:00:00
20725,790,30103,5,1466.01,7330.05,2024-08-14 0:00:00
20726,794,30103,3,1308.94,3926.81,2025-05-03 0:00:00
20727,714,30103,5,28.84,144.2,2025-04-11 0:00:00
20728,833,30103,2,324.45,648.91,2024-10-31 0:00:00
20729,836,30103,4,324.45,1297.81,2024-10-15 0:00:00
20730,738,30103,7,183.94,1287.57,2024-11-22 0:00:00
20731,730,30103,3,202.33,607,2024-07-20 0:00:00
20732,853,30103,1,44.99,44.99,2025-07-13 0:00:00
20733,760,30103,6,469.79,2818.76,2025-06-18 0:00:00
20734,791,30103,5,1466.01,7330.05,2025-03-03 0:00:00
20735,725,30103,4,202.33,809.33,2024-11-29 0:00:00
20736,799,30103,4,600.26,2401.05,2025-07-02 0:00:00
20737,762,30103,2,469.79,939.59,2025-03-23 0:00:00
20738,855,30103,1,53.99,53.99,2025-01-28 0:00:00
20739,715,30103,10,28.84,288.4,2025-03-02 0:00:00
20740,854,30103,4,44.99,179.98,2025-01-20 0:00:00
20741,820,30103,1,198.04,198.04,2025-03-22 0:00:00
20742,729,30103,4,202.33,809.33,2025-05-28 0:00:00
20743,852,30103,6,44.99,269.96,2024-10-24 0:00:00
20744,736,30103,2,183.94,367.88,2025-04-22 0:00:00
20745,793,30103,7,1308.94,9162.56,2025-07-17 0:00:00
20746,857,30103,4,53.99,215.98,2025-03-31 0:00:00
20747,763,30026,5,469.79,2348.97,2025-01-22 0:00:00
20748,760,30026,1,469.79,469.79,2025-01-04 0:00:00
20749,770,30026,8,469.79,3758.35,2025-05-02 0:00:00
20750,765,30026,3,469.79,1409.38,2025-02-03 0:00:00
20751,762,30026,10,469.79,4697.94,2024-11-30 0:00:00
20752,761,30026,4,469.79,1879.18,2024-09-30 0:00:00
20753,788,29630,1,647.99,647.99,2025-06-12 0:00:00
20754,852,29983,6,44.99,269.96,2025-06-12 0:00:00
20755,854,29983,1,44.99,44.99,2025-05-06 0:00:00
20756,863,29983,9,22.79,205.15,2024-11-02 0:00:00
20757,712,29983,4,5.19,20.75,2024-08-13 0:00:00
20758,862,29983,4,22.79,91.18,2025-01-04 0:00:00
20759,861,29983,1,22.79,22.79,2024-08-31 0:00:00
20760,780,29869,5,1242.85,6214.26,2024-09-28 0:00:00
20761,781,29869,1,1242.85,1242.85,2025-03-05 0:00:00
20762,862,29869,4,22.79,91.18,2025-02-06 0:00:00
20763,854,29869,3,44.99,134.98,2025-06-08 0:00:00
20764,861,29869,2,22.79,45.59,2025-04-28 0:00:00
20765,852,29869,1,44.99,44.99,2024-10-07 0:00:00
20766,715,29869,7,28.84,201.88,2025-04-25 0:00:00
20767,712,29869,1,5.19,5.19,2024-09-21 0:00:00
20768,780,29712,7,1242.85,8699.96,2025-02-17 0:00:00
20769,716,29712,4,28.84,115.36,2024-12-07 0:00:00
20770,781,29712,4,1242.85,4971.41,2024-09-26 0:00:00
20771,807,29712,2,74.84,149.68,2025-05-03 0:00:00
20772,831,29712,3,209.26,627.77,2024-12-02 0:00:00
20773,784,29712,4,1229.46,4917.84,2025-01-16 0:00:00
20774,804,29712,6,137.69,826.16,2024-11-30 0:00:00
20775,806,29712,6,61.37,368.24,2024-11-23 0:00:00
20776,788,29712,2,647.99,1295.99,2025-03-11 0:00:00
20777,712,29712,8,5.19,41.49,2024-09-20 0:00:00
20778,786,29712,4,647.99,2591.98,2025-06-26 0:00:00
20779,809,29712,9,33.77,303.97,2024-09-18 0:00:00
20780,825,29712,3,196.33,588.99,2024-07-27 0:00:00
20781,808,29712,5,24.29,121.47,2025-02-26 0:00:00
20782,855,29712,4,53.99,215.98,2025-07-10 0:00:00
20783,856,29712,9,53.99,485.95,2024-08-07 0:00:00
20784,707,29712,11,19.51,214.65,2024-11-20 0:00:00
20785,858,29712,3,14.13,42.39,2025-02-03 0:00:00
20786,743,29712,5,736.15,3680.73,2025-04-05 0:00:00
20787,783,29712,4,1229.46,4917.84,2025-06-21 0:00:00
20788,844,29712,6,11.99,71.96,2025-01-12 0:00:00
20789,857,29712,1,53.99,53.99,2025-03-15 0:00:00
20790,715,29712,7,28.84,201.88,2025-05-13 0:00:00
20791,802,29712,3,88.93,266.8,2024-09-01 0:00:00
20792,841,29712,4,35.99,143.98,2024-09-12 0:00:00
20793,748,29712,4,744.27,2977.09,2024-12-11 0:00:00
20794,711,29712,8,20.19,161.49,2025-01-30 0:00:00
20795,742,29712,3,744.27,2232.82,2025-01-10 0:00:00
20796,862,29712,6,22.79,136.76,2025-05-06 0:00:00
20797,779,29712,7,1242.85,8699.96,2025-02-07 0:00:00
20798,849,29712,6,35.99,215.96,2024-12-05 0:00:00
20799,824,29712,4,141.62,566.46,2024-10-13 0:00:00
20800,854,29712,2,44.99,89.99,2024-08-03 0:00:00
20801,782,29712,4,1229.46,4917.84,2025-01-19 0:00:00
20802,815,29712,4,36.45,145.79,2024-12-10 0:00:00
20803,787,29712,3,647.99,1943.98,2025-01-03 0:00:00
20804,714,29712,8,28.84,230.72,2024-08-31 0:00:00
20805,859,29712,4,14.13,56.52,2024-10-06 0:00:00
20806,785,29712,4,647.99,2591.98,2025-04-09 0:00:00
20807,814,29712,2,209.26,418.51,2025-07-06 0:00:00
20808,832,29712,6,209.26,1255.54,2025-03-17 0:00:00
20809,863,29712,7,22.79,159.56,2024-12-16 0:00:00
20810,843,29712,5,15,75,2024-08-16 0:00:00
20811,850,29712,3,35.99,107.98,2024-09-13 0:00:00
20812,747,29712,4,736.15,2944.58,2025-01-30 0:00:00
20813,853,29712,2,44.99,89.99,2024-10-07 0:00:00
20814,708,29712,6,20.19,121.12,2025-01-13 0:00:00
20815,852,29712,2,44.99,89.99,2025-05-02 0:00:00
20816,770,29633,9,469.79,4228.15,2025-01-08 0:00:00
20817,762,29633,4,469.79,1879.18,2024-07-21 0:00:00
20818,760,29633,3,469.79,1409.38,2025-02-26 0:00:00
20819,738,29703,1,183.94,183.94,2024-07-30 0:00:00
20820,844,29703,8,11.99,95.95,2024-11-15 0:00:00
20821,854,29703,8,44.99,359.95,2025-02-01 0:00:00
20822,761,29703,8,469.79,3758.35,2025-04-09 0:00:00
20823,770,29703,3,469.79,1409.38,2025-07-18 0:00:00
20824,769,29703,1,469.79,469.79,2025-05-12 0:00:00
20825,765,29703,1,469.79,469.79,2024-08-19 0:00:00
20826,793,29703,2,1308.94,2617.88,2025-07-14 0:00:00
20827,801,29703,1,600.26,600.26,2025-03-21 0:00:00
20828,715,29703,6,28.84,173.04,2024-12-14 0:00:00
20829,841,29703,5,35.99,179.97,2024-07-24 0:00:00
20830,835,29703,6,324.45,1946.72,2025-05-25 0:00:00
20831,857,29703,3,53.99,161.98,2024-10-05 0:00:00
20832,859,29703,5,14.13,70.64,2025-01-26 0:00:00
20833,795,29703,4,1308.94,5235.75,2025-07-07 0:00:00
20834,766,29703,2,469.79,939.59,2024-10-27 0:00:00
20835,726,29703,1,202.33,202.33,2025-01-07 0:00:00
20836,712,29703,9,5.19,46.68,2025-02-01 0:00:00
20837,836,29703,1,324.45,324.45,2024-10-29 0:00:00
20838,843,29703,6,15,90,2025-04-29 0:00:00
20839,707,29703,4,20.19,80.75,2024-08-09 0:00:00
20840,799,29703,4,600.26,2401.05,2025-07-03 0:00:00
20841,858,29703,4,14.13,56.52,2025-02-27 0:00:00
20842,789,29703,6,1466.01,8796.06,2024-09-27 0:00:00
20843,856,29703,1,53.99,53.99,2024-09-01 0:00:00
20844,708,29703,5,20.19,100.93,2024-07-28 0:00:00
20845,813,29703,3,65.6,196.81,2025-04-26 0:00:00
20846,853,29703,1,44.99,44.99,2025-04-30 0:00:00
20847,798,29703,3,600.26,1800.79,2025-02-19 0:00:00
20848,711,29703,8,20.19,161.49,2025-02-23 0:00:00
20849,833,29703,2,324.45,648.91,2024-10-16 0:00:00
20850,826,29703,4,67.54,270.16,2024-12-16 0:00:00
20851,794,29703,2,1308.94,2617.88,2024-11-17 0:00:00
20852,855,29703,7,53.99,377.96,2024-12-23 0:00:00
20853,722,29703,2,183.94,367.88,2024-09-12 0:00:00
20854,820,29703,4,198.04,792.14,2025-01-05 0:00:00
20855,838,29703,2,780.82,1561.64,2025-06-06 0:00:00
20856,760,29703,3,469.79,1409.38,2024-07-26 0:00:00
20857,819,29703,2,149.03,298.06,2024-12-27 0:00:00
20858,718,29703,2,780.82,1561.64,2024-09-13 0:00:00
20859,716,29703,5,28.84,144.2,2024-12-29 0:00:00
20860,730,29703,2,202.33,404.66,2025-04-26 0:00:00
20861,714,29703,4,28.84,115.36,2025-01-20 0:00:00
20862,736,29703,3,183.94,551.81,2024-10-13 0:00:00
20863,852,29703,4,44.99,179.98,2025-03-15 0:00:00
20864,849,29703,4,35.99,143.98,2025-02-10 0:00:00
20865,725,29703,3,202.33,607,2025-05-30 0:00:00
20866,717,29703,3,780.82,2342.45,2025-03-02 0:00:00
20867,850,29703,1,35.99,35.99,2025-01-20 0:00:00
20868,860,29703,1,14.13,14.13,2025-03-23 0:00:00
20869,762,29703,6,469.79,2818.76,2025-05-30 0:00:00
20870,729,29703,4,202.33,809.33,2024-11-02 0:00:00
20871,813,29569,4,65.6,262.41,2025-06-01 0:00:00
20872,819,29569,1,149.03,149.03,2025-01-06 0:00:00
20873,722,29569,4,183.94,735.75,2025-04-14 0:00:00
20874,730,29569,1,202.33,202.33,2024-10-29 0:00:00
20875,836,29569,1,324.45,324.45,2024-09-26 0:00:00
20876,822,29569,1,324.45,324.45,2024-08-26 0:00:00
20877,814,29925,1,209.26,209.26,2025-07-05 0:00:00
20878,852,30017,2,44.99,89.99,2025-01-17 0:00:00
20879,783,30017,1,1229.46,1229.46,2025-02-25 0:00:00
20880,782,30017,1,1229.46,1229.46,2025-01-31 0:00:00
20881,854,30017,4,44.99,179.98,2025-06-02 0:00:00
20882,712,30017,1,5.19,5.19,2025-04-18 0:00:00
20883,715,30017,3,28.84,86.52,2024-09-04 0:00:00
20884,863,30017,6,22.79,136.76,2024-12-12 0:00:00
20885,861,30017,1,22.79,22.79,2025-02-27 0:00:00
20886,862,30017,2,22.79,45.59,2025-05-29 0:00:00
20887,769,29919,2,469.79,939.59,2025-01-05 0:00:00
20888,768,29919,3,469.79,1409.38,2025-04-17 0:00:00
20889,791,29919,2,1466.01,2932.02,2024-11-20 0:00:00
20890,711,29919,1,20.19,20.19,2025-01-03 0:00:00
20891,800,29919,2,600.26,1200.53,2024-10-30 0:00:00
20892,826,29919,4,67.54,270.16,2024-07-31 0:00:00
20893,766,29919,5,469.79,2348.97,2024-11-12 0:00:00
20894,759,29919,1,469.79,469.79,2025-01-15 0:00:00
20895,764,29919,3,469.79,1409.38,2025-01-23 0:00:00
20896,849,29919,5,35.99,179.97,2024-08-22 0:00:00
20897,760,29919,1,469.79,469.79,2025-06-21 0:00:00
20898,843,29919,3,15,45,2024-11-20 0:00:00
20899,793,29919,2,1308.94,2617.88,2025-06-21 0:00:00
20900,715,29919,9,28.84,259.56,2025-02-25 0:00:00
20901,790,29919,2,1466.01,2932.02,2024-10-22 0:00:00
20902,761,29919,4,469.79,1879.18,2025-01-10 0:00:00
20903,708,29919,2,20.19,40.37,2025-03-02 0:00:00
20904,796,29919,3,1308.94,3926.81,2025-03-18 0:00:00
20905,856,29919,7,53.99,377.96,2025-01-02 0:00:00
20906,725,29919,1,202.33,202.33,2024-11-03 0:00:00
20907,794,29919,2,1308.94,2617.88,2024-08-26 0:00:00
20908,852,29919,5,44.99,224.97,2025-03-10 0:00:00
20909,707,29919,2,20.19,40.37,2025-06-12 0:00:00
20910,716,29919,1,28.84,28.84,2025-02-10 0:00:00
20911,799,29919,5,600.26,3001.31,2024-09-02 0:00:00
20912,801,29919,2,600.26,1200.53,2025-06-24 0:00:00
20913,763,29919,1,469.79,469.79,2024-11-02 0:00:00
20914,767,29919,2,469.79,939.59,2025-03-18 0:00:00
20915,770,29919,2,469.79,939.59,2024-12-25 0:00:00
20916,762,29919,1,469.79,469.79,2024-09-28 0:00:00
20917,844,29919,3,11.99,35.98,2025-03-22 0:00:00
20918,765,29919,2,469.79,939.59,2025-04-29 0:00:00
20919,798,29919,3,600.26,1800.79,2025-06-01 0:00:00
20920,712,29919,2,5.19,10.37,2024-07-23 0:00:00
20921,714,29919,4,28.84,115.36,2024-12-31 0:00:00
20922,835,29919,3,324.45,973.36,2024-10-12 0:00:00
20923,820,29919,6,198.04,1188.22,2025-05-09 0:00:00
20924,854,29919,3,44.99,134.98,2024-11-18 0:00:00
20925,792,29919,4,1308.94,5235.75,2024-10-20 0:00:00
20926,802,29996,1,88.93,88.93,2024-10-24 0:00:00
20927,844,29996,3,11.99,35.98,2025-02-14 0:00:00
20928,856,29996,3,53.99,161.98,2024-08-17 0:00:00
20929,859,29996,2,14.13,28.26,2025-03-20 0:00:00
20930,743,29996,1,736.15,736.15,2024-08-28 0:00:00
20931,862,29996,2,22.79,45.59,2025-02-01 0:00:00
20932,858,29996,5,14.13,70.64,2024-12-02 0:00:00
20933,788,29996,1,647.99,647.99,2024-10-17 0:00:00
20934,852,29996,2,44.99,89.99,2024-09-01 0:00:00
20935,841,29996,3,35.99,107.98,2025-05-27 0:00:00
20936,809,29996,1,33.77,33.77,2025-06-21 0:00:00
20937,808,29996,3,24.29,72.88,2024-08-07 0:00:00
20938,863,29996,3,22.79,68.38,2025-01-12 0:00:00
20939,855,29996,1,53.99,53.99,2024-10-26 0:00:00
20940,779,29996,2,1242.85,2485.7,2025-06-16 0:00:00
20941,783,29996,4,1229.46,4917.84,2025-04-10 0:00:00
20942,747,29996,1,736.15,736.15,2025-06-16 0:00:00
20943,850,29996,2,35.99,71.99,2024-12-03 0:00:00
20944,707,29996,4,20.19,80.75,2024-09-10 0:00:00
20945,785,29996,1,647.99,647.99,2025-02-22 0:00:00
20946,780,29996,2,1242.85,2485.7,2025-02-07 0:00:00
20947,805,29996,1,20.52,20.52,2025-07-14 0:00:00
20948,815,29996,2,36.45,72.89,2024-10-25 0:00:00
20949,807,29996,1,74.84,74.84,2024-12-04 0:00:00
20950,787,29996,2,647.99,1295.99,2024-08-23 0:00:00
20951,739,29996,2,744.27,1488.55,2024-11-19 0:00:00
20952,832,29996,3,209.26,627.77,2024-12-13 0:00:00
20953,786,29996,1,647.99,647.99,2024-07-21 0:00:00
20954,716,29996,5,28.84,144.2,2025-05-14 0:00:00
20955,714,29996,4,28.84,115.36,2024-08-18 0:00:00
20956,806,29996,2,61.37,122.75,2025-07-04 0:00:00
20957,742,29996,1,744.27,744.27,2025-02-03 0:00:00
20958,712,29996,10,5.19,51.87,2025-05-24 0:00:00
20959,782,29996,3,1229.46,3688.38,2025-02-23 0:00:00
20960,804,29996,2,137.69,275.39,2025-01-03 0:00:00
20961,854,29996,12,43.49,521.93,2025-01-17 0:00:00
20962,748,29996,3,744.27,2232.82,2024-09-01 0:00:00
20963,831,29996,5,209.26,1046.28,2024-08-26 0:00:00
20964,711,29996,12,19.51,234.16,2024-09-15 0:00:00
20965,784,29996,3,1229.46,3688.38,2025-01-13 0:00:00
20966,857,29996,4,53.99,215.98,2025-07-06 0:00:00
20967,824,29996,3,141.62,424.85,2024-11-27 0:00:00
20968,853,29996,4,44.99,179.98,2025-06-13 0:00:00
20969,781,29996,3,1242.85,3728.56,2024-12-25 0:00:00
20970,843,29996,8,15,120,2025-01-08 0:00:00
20971,715,29996,9,28.84,259.56,2024-08-10 0:00:00
20972,814,29996,3,209.26,627.77,2025-06-06 0:00:00
20973,762,29513,1,469.79,469.79,2024-10-10 0:00:00
20974,789,29513,2,1466.01,2932.02,2025-01-17 0:00:00
20975,765,29513,5,469.79,2348.97,2025-05-09 0:00:00
20976,726,29513,1,202.33,202.33,2025-02-02 0:00:00
20977,791,29513,4,1466.01,5864.04,2024-11-01 0:00:00
20978,738,29513,1,183.94,183.94,2025-05-15 0:00:00
20979,793,29513,2,1308.94,2617.88,2024-10-14 0:00:00
20980,767,29513,1,469.79,469.79,2025-04-12 0:00:00
20981,763,29513,3,469.79,1409.38,2025-06-26 0:00:00
20982,836,29513,2,324.45,648.91,2025-01-18 0:00:00
20983,722,29513,1,183.94,183.94,2025-03-31 0:00:00
20984,768,29513,2,469.79,939.59,2025-07-12 0:00:00
20985,820,29513,1,198.04,198.04,2025-05-14 0:00:00
20986,800,29513,2,600.26,1200.53,2024-09-12 0:00:00
20987,797,29513,3,600.26,1800.79,2024-11-06 0:00:00
20988,730,29513,3,202.33,607,2024-08-06 0:00:00
20989,819,29513,8,149.03,1192.25,2024-11-21 0:00:00
20990,729,29513,2,202.33,404.66,2025-02-13 0:00:00
20991,801,29513,2,600.26,1200.53,2025-05-21 0:00:00
20992,792,29513,1,1308.94,1308.94,2025-01-09 0:00:00
20993,760,29513,4,469.79,1879.18,2025-06-01 0:00:00
20994,759,29513,1,469.79,469.79,2025-06-19 0:00:00
20995,795,29513,3,1308.94,3926.81,2025-07-13 0:00:00
20996,822,29513,2,324.45,648.91,2024-09-18 0:00:00
20997,799,29513,2,600.26,1200.53,2025-06-06 0:00:00
20998,764,29513,1,469.79,469.79,2025-06-18 0:00:00
20999,770,29513,2,469.79,939.59,2025-06-25 0:00:00
21000,766,29513,2,469.79,939.59,2025-06-19 0:00:00
21001,790,29513,2,1466.01,2932.02,2025-05-04 0:00:00
